pop_2013,pop_2013_sqmi,median_age,num_households,avg_household_size,obesity_prevalence,diabetes,num_pharmacies
96655,178.1,39.9,37782,2.48,29624,10494,25
27799,59.6,48.1,11753,2.3,6062,2942,10
41245,181.7,36.5,14956,2.51,11626,3398,9
164121,275.0,38.7,61215,2.58,40926,15274,52
956904,1752.1,33.9,362213,2.49,217501,66195,259
164119,289.5,40.3,64515,2.5,39955,19629,27
68175,120.5,42.4,27466,2.42,14584,6733,14
41752,84.4,36.2,16446,2.23,9209,2669,10
91453,177.6,41.2,35804,2.45,25276,6211,21
60867,74.3,37.7,22495,2.57,17358,8996,16
21044,46.6,43.3,8494,2.32,4474,1131,9
60607,109.3,45.7,25563,2.28,15306,5504,15
35582,68.5,47.7,14591,2.29,7809,3694,10
177184,222.7,36.2,61909,2.7,51037,13267,37
46710,97.3,38.6,18430,2.47,13023,6503,13
331126,502.8,31.2,122431,2.53,81207,27638,55
956139,1115.5,34.4,345645,2.55,191818,64588,265
10321,21.8,44.1,4167,2.41,3101,2243,4
70067,92.5,42.4,28360,2.41,22536,7374,14
172996,264.2,31.0,67577,2.39,46846,12241,48
92763,131.5,45.0,37540,2.33,19304,8238,26
66327,93.6,43.7,25845,2.43,12940,6072,15
24392,52.9,44.0,10318,2.36,7695,2326,7
13968,56.4,46.3,5598,2.39,3640,1787,2
10281,42.7,40.1,3675,2.71,2518,830,1
21932,39.8,45.4,9193,2.32,5389,3525,3
247555,375.2,40.7,100412,2.3,44444,16781,97
135966,143.0,34.4,47997,2.71,37134,15699,49
35573,40.1,41.3,14430,2.4,11338,4967,22
21337,30.1,42.7,8359,2.39,6730,3176,5
14197,26.3,40.9,5672,2.42,3318,1382,3
64374,68.0,38.1,24005,2.6,16305,6966,16
54643,74.7,41.6,21970,2.42,17346,8799,16
58589,61.5,39.8,22489,2.45,19852,8192,24
4385,11.2,41.5,1595,2.37,1391,414,3
206998,1032.0,37.2,86046,2.28,46010,13220,56
106108,145.9,36.2,40299,2.45,23819,11985,29
54784,62.6,41.1,20333,2.51,13613,7665,15
48528,58.1,43.8,19941,2.37,14378,4032,11
13244,38.8,48.1,5490,2.27,3931,1658,6
5817,8.5,41.3,2119,2.35,1621,897,3
114307,132.7,47.4,46297,2.3,30039,13330,32
191283,249.5,25.9,60092,2.66,40217,12187,33
24171,92.6,41.3,8880,2.64,5560,1815,3
34594,90.2,43.6,14335,2.36,6394,2924,14
68341,132.8,45.7,28870,2.27,17608,6098,22
103571,252.9,40.7,40917,2.48,29002,10080,1
369682,786.4,36.0,135960,2.63,88444,30584,3
542489,1291.3,40.1,222781,2.39,123366,44138,3
801271,1941.2,37.0,333945,2.34,174714,65914,2
1185504,2181.4,33.5,477235,2.38,279756,87935,4
375986,647.7,41.2,151089,2.42,98566,35455,1
1267307,2759.0,40.2,545056,2.29,291837,105453,3
22789,42.7,38.0,8173,2.64,4354,898,5
49499,71.9,41.4,19183,2.55,11861,4654,8
77231,103.8,37.0,28288,2.6,20512,6997,11
37568,40.1,43.3,15742,2.29,8941,2422,15
86702,127.8,32.2,34317,2.35,17175,3818,19
101219,140.9,36.8,34726,2.7,25785,8479,18
542961,747.5,35.3,200934,2.6,128953,34207,86
756500,1625.3,35.8,304540,2.35,148697,50394,153
46643,47.3,49.6,20550,2.2,13993,4672,13
82852,50.5,47.1,34646,2.34,20847,7849,16
11452,5.6,36.6,3916,2.85,2693,1248,3
206410,73.7,42.2,83076,2.4,40418,16964,43
21927,12.2,39.6,7790,2.68,7300,3304,5
1896,1.6,49.6,864,2.14,523,242,1
382417,203.5,40.6,145790,2.56,88059,26134,60
20920,7.0,45.6,8558,2.42,5765,3158,5
7104,2.3,50.5,3133,2.2,1669,596,3
23050,14.1,53.5,10417,2.12,6450,2225,6
118396,51.3,39.2,45204,2.55,33307,9746,25
320834,268.4,35.1,112957,2.7,82443,23756,56
63247,39.3,47.2,27133,2.29,19493,6536,18
26240,12.9,40.0,10501,2.38,7408,1890,7
25507,23.1,47.4,10834,2.29,6807,1412,5
77047,23.8,35.7,26904,2.67,19372,7405,15
25489,10.6,41.8,10031,2.44,5515,907,6
162987,53.4,40.2,64090,2.44,31985,11755,34
7444,1.6,50.0,3352,2.19,1540,496,1
16302,5.3,47.7,7040,2.24,3876,1569,6
67473,11.0,41.7,27280,2.4,16627,6245,9
356434,77.2,38.9,145966,2.35,77975,25095,77
7937,0.9,47.2,3378,2.2,2115,941,2
109171,21.5,46.1,44581,2.38,26740,12023,22
7459,0.7,45.2,3205,2.28,1734,665,3
31329,3.2,36.1,10411,2.69,7895,1911,9
1544321,10971.3,33.6,599736,2.45,327079,125031,3
562250,3035.4,38.6,208700,2.57,113287,42748,5
300017,795.0,40.9,113565,2.53,73652,25600,1
127766,242.3,42.0,52159,2.37,29338,13950,1
809449,1661.0,40.6,307750,2.53,158693,52207,3
628750,1010.6,41.9,234849,2.63,129694,38917,2
89471,107.2,38.1,35005,2.39,21716,7014,1
1222551,1641.8,41.3,533960,2.23,270814,90399,11
321547,354.6,42.5,131932,2.34,72917,26401,1
240244,436.2,40.4,93943,2.37,55562,19739,1
210855,244.9,43.5,85089,2.37,54091,20736,1
281996,350.9,38.4,110413,2.42,70596,19682,1
363899,351.1,45.1,153650,2.32,87356,32914,1
85130,572.5,35.8,26448,2.94,16294,9615,18
8983,46.8,40.3,3078,2.67,1872,499,2
11153,43.1,45.7,4377,2.48,2728,2328,1
124366,449.9,35.3,45798,2.56,26741,9217,29
12517,61.6,38.0,4678,2.64,2523,1448,3
53948,123.5,45.9,20795,2.43,12587,3128,9
10941,37.1,42.1,4159,2.52,2895,1075,2
12799,49.5,42.3,5226,2.45,3585,1052,2
36884,55.6,44.0,12617,2.61,7276,1952,9
11130,15.6,46.5,4309,2.41,2633,1107,2
7087,9.9,33.9,2326,2.42,1320,694,3
8121,10.2,32.7,2643,2.96,1812,524,2
18011,23.3,39.9,6302,2.51,5243,2054,4
173315,255.1,30.4,55245,2.72,44344,11757,35
40647,68.6,40.5,14925,2.6,9297,5490,3
156984,213.8,36.2,52193,2.84,45220,14160,29
7212,8.7,32.6,2468,2.86,1463,285,3
132897,209.9,34.0,49016,2.44,33901,13871,24
75402,84.2,38.3,25840,2.78,22828,6935,10
83466,219.9,38.5,31031,2.62,25150,9453,17
143506,159.1,31.5,48688,2.77,34179,8129,25
13772,15.3,43.1,5447,2.47,3593,1385,2
12817,14.4,35.1,4200,2.73,3095,542,4
144231,159.9,33.6,50845,2.66,39147,7266,28
6397,7.1,33.6,1671,2.6,1152,268,1
37778,41.8,38.4,11333,2.55,10906,3818,6
5943,6.7,39.4,2246,2.61,1172,656,1
13883,15.4,33.7,4385,2.67,2713,1550,3
10317,11.7,32.1,3413,2.99,2705,607,1
17323,19.1,36.6,5838,2.6,3686,1041,4
3907,4.3,45.6,1668,2.37,696,227,3
15494,17.0,38.9,5999,2.47,3821,2012,4
287484,319.2,30.4,105781,2.53,74876,16996,58
122773,134.9,38.8,42069,2.71,32790,6165,21
3705,4.1,47.2,1669,2.19,734,324,2
9491,10.4,35.4,2809,2.49,2011,391,2
5976,6.6,44.6,2297,2.33,1211,467,1
4881,5.3,34.7,1649,2.88,1350,158,1
133494,145.2,32.9,50725,2.49,31110,7643,26
3433,3.7,42.7,1367,2.44,700,191,1
2429,2.7,42.3,930,2.29,408,95,1
23278,25.6,33.7,8242,2.7,4597,1154,4
9612,10.4,40.1,3665,2.47,2184,577,2
4100,4.4,49.1,1754,2.29,830,388,1
7876,8.7,36.9,2762,2.61,1302,351,1
7379,8.8,34.7,2578,2.72,1975,513,2
3381,3.7,43.5,1372,2.41,601,274,1
8060,9.0,33.7,2744,2.91,1453,958,1
1520,1.7,46.2,642,2.28,283,79,1
19521,20.1,45.2,7808,2.41,5252,2810,7
2415058,2658.4,32.6,855960,2.73,549462,148571,505
45936,56.8,39.9,15009,2.82,11784,4455,5
33382,78.4,32.5,10813,2.96,6852,2511,7
9128,9.9,39.3,3136,2.52,2179,424,1
61472,66.6,38.2,21015,2.77,15611,9632,11
24807,26.6,39.0,8499,2.56,5178,4033,4
39271,71.8,34.8,12301,2.82,11681,3160,6
9227,10.0,42.6,3538,2.54,1781,763,1
1903,2.1,46.0,751,2.46,410,128,1
22179,24.8,37.9,8812,2.5,4744,1701,5
18772,20.2,41.8,7343,2.49,4553,2494,5
116987,203.4,42.5,41363,2.6,30449,5433,30
3081,3.4,38.7,1179,2.55,613,162,1
5496,6.0,40.2,2181,2.46,1030,250,2
3957,4.3,35.8,1382,2.73,865,222,1
6206,6.7,42.3,2452,2.49,1221,355,1
22421,24.7,30.7,7197,3.02,3957,1193,4
837844,945.2,35.0,283759,2.74,186910,58986,231
20085,21.4,39.0,6034,2.52,6082,2141,3
122444,132.8,33.1,42933,2.66,31123,8981,29
10460,11.4,31.7,3617,2.81,1641,1256,2
126914,137.6,35.3,47975,2.47,26231,8501,23
1884216,2088.6,33.4,657134,2.72,421297,148302,402
5722,6.2,35.4,2006,2.77,940,239,1
4041,5.8,42.7,1722,2.39,965,256,1
3055,3.3,36.7,1081,2.78,593,89,1
23280,25.0,38.7,8443,2.48,5561,1803,5
3684,3.9,42.4,1517,2.27,708,288,2
8555,10.2,46.5,3442,2.4,1582,1003,4
15037,20.0,37.2,4463,2.57,3352,416,5
18987,20.4,42.6,7465,2.37,4740,792,4
20278,28.4,41.0,7539,2.58,4629,884,3
6267,6.3,38.2,2402,2.67,1427,383,2
109113,135.1,35.4,34964,2.92,29564,7822,20
28636,29.1,40.4,10871,2.56,6690,2228,5
13918,29.5,34.6,4187,2.65,2896,1426,3
36261,36.1,32.4,11846,2.83,7637,1921,7
10975,19.0,50.5,4738,2.27,2670,711,2
10509,25.0,48.3,4595,2.26,3225,1453,1
13955,13.7,36.4,5081,2.71,2426,1670,3
710841,745.7,32.9,240289,2.71,146353,50299,133
10471,9.9,42.4,4165,2.47,2205,1091,3
25462,26.5,46.3,10078,2.39,4233,3118,5
88219,100.0,37.8,32076,2.63,22165,9980,19
24200,29.5,38.9,9271,2.53,6410,2759,3
7214,7.6,37.6,2642,2.71,1852,596,3
76697,72.6,29.8,22545,2.84,23429,5592,8
38245,40.0,40.1,14778,2.47,10921,3586,11
14129,14.9,43.2,5580,2.48,2682,1563,3
38629,35.4,31.2,14569,2.47,7678,4884,7
17464,15.4,32.4,4854,2.87,3471,599,3
20832,26.1,48.7,8564,2.35,5283,1521,2
3741,4.4,41.7,1506,2.4,657,198,1
20200,18.9,37.2,7120,2.74,4474,3445,4
19912,21.2,43.4,7989,2.43,4462,1800,4
25744,24.3,49.6,10572,2.31,5944,793,8
4070,4.1,41.3,1041,2.4,1020,193,1
3388,2.9,33.6,1156,2.89,710,157,1
16834,26.6,39.8,6151,2.62,5245,1982,3
7440,8.7,45.6,2868,2.48,1600,454,1
329055,302.5,29.7,114035,2.65,82450,26343,39
26809,42.7,43.0,10096,2.6,6334,3028,3
3401,2.7,36.4,1256,2.62,606,178,1
70191,87.6,34.5,20969,2.44,20646,9060,11
32537,37.0,35.4,9042,2.69,7623,3317,5
14256,13.4,28.4,4297,3.26,2848,426,2
43204,62.1,47.5,17118,2.39,9558,6115,9
157167,165.2,35.0,50503,2.93,45103,14795,28
34553,38.4,41.1,12149,2.53,7850,1781,6
14771,20.7,47.1,6142,2.37,4487,3322,3
5383,4.7,35.7,1902,2.78,863,301,1
36198,45.7,38.7,13308,2.61,8135,2581,5
46472,38.0,36.1,15246,2.92,12450,5787,11
11768,9.0,30.9,3573,3.15,1958,333,2
12072,11.2,43.7,4257,2.44,2696,1355,2
10303,7.7,35.8,3421,2.89,2349,394,3
24856,24.3,40.5,9408,2.59,6377,2504,4
1345,1.9,46.6,573,2.28,272,73,1
19872,20.6,55.0,9008,2.12,4543,2014,4
77870,66.2,36.3,25073,2.81,19783,11541,16
21324,21.9,43.6,8182,2.51,4199,1610,5
53554,62.3,42.1,20047,2.59,10522,4639,9
123782,126.4,39.4,46905,2.53,28657,12277,31
6931,4.6,30.0,1931,2.75,1728,536,1
54261,57.8,38.5,18476,2.6,15286,6097,8
3565,2.6,45.3,1350,2.42,778,162,1
5053,6.7,45.8,1975,2.42,1108,244,1
41871,48.2,34.9,13961,2.9,9099,3707,6
838404,826.0,31.4,256557,3.06,165599,55471,112
4639,5.9,35.1,1471,2.92,823,263,1
10667,9.6,44.8,4319,2.47,2517,1239,1
141428,197.9,36.4,45762,2.83,37328,11192,20
41759,38.2,37.1,15132,2.7,10905,4481,10
4661,3.7,48.5,2016,2.26,1077,266,1
26507,17.0,35.3,9025,2.86,5863,2940,5
27404,34.2,40.0,8902,2.65,7679,3039,3
13664,14.0,37.9,5289,2.44,3271,1381,3
47428,35.5,38.4,15530,2.81,12229,4549,6
48802,44.9,37.1,17380,2.7,10481,3422,10
20523,23.0,41.0,7259,2.51,5146,2772,4
45256,87.3,31.8,14040,2.81,12428,3826,8
460429,405.8,34.2,152606,2.74,112842,33538,89
17329,25.6,42.9,6822,2.5,5154,646,3
29320,44.7,40.7,10837,2.6,6867,2270,9
8812,14.9,47.0,3625,2.38,2576,1537,2
4034,2.8,38.7,1550,2.65,920,228,1
1078662,1054.1,32.0,404467,2.48,196646,63380,185
43914,43.0,43.3,16511,2.53,10899,6196,8
643408,726.5,35.0,187384,3.09,150361,39173,221
14253,16.7,39.4,5284,2.62,3572,1766,4
16571,19.2,40.3,6541,2.51,4557,1991,4
67532,73.8,37.2,24523,2.62,21233,6946,9
18247,18.2,45.2,7254,2.47,4364,1442,4
35446,36.0,41.1,13238,2.59,8425,2660,8
15463,10.3,33.4,5259,2.8,4132,796,3
25977,31.1,37.6,9648,2.62,4836,1951,6
18807,12.5,28.4,5606,3.11,4264,693,3
51439,46.4,47.2,20550,2.32,9757,8317,10
34406,55.3,41.7,13037,2.45,7643,4135,9
63127,51.3,29.0,17001,3.54,15617,4327,9
49764,53.4,39.6,19829,2.48,12550,5469,8
19341,12.9,31.2,6365,2.99,3281,730,3
7005,4.7,32.4,2448,2.72,1713,398,2
488889,454.1,36.0,162530,2.78,102969,35477,107
22019,23.5,42.0,8007,2.41,5612,1148,3
9002,7.0,46.1,3857,2.3,1609,1141,1
30688,32.0,43.1,12429,2.42,8421,4580,5
56580,63.1,38.0,20462,2.65,15324,3149,13
1793579,1428.1,32.9,608931,2.75,391764,116272,317
45989,41.4,42.8,16503,2.49,16151,5933,9
88558,99.7,36.4,32187,2.65,24074,12037,16
11718,6.5,37.2,4090,2.74,2120,936,1
56149,43.5,30.0,15563,3.42,14368,6199,5
38995,43.4,39.3,14513,2.6,6949,2231,7
202629,343.3,24.7,71739,2.53,46663,12879,38
217677,229.2,35.6,79055,2.6,56015,22197,54
259432,262.6,36.0,93441,2.53,65816,26780,52
17076,15.8,45.7,6896,2.42,4372,2515,4
6181,5.4,40.7,2257,2.41,1151,281,1
79893,84.3,42.8,31020,2.49,22240,7609,15
23989,19.4,43.5,8656,2.41,4454,2074,4
10847,13.0,36.8,3995,2.64,3372,1737,2
806800,509.8,28.3,216471,3.55,185729,59997,146
88038,101.8,36.2,31090,2.7,25516,8946,13
64608,91.7,36.0,22637,2.83,18997,4918,14
14440,15.4,40.8,5476,2.51,3969,1338,2
12894,12.2,45.1,5469,2.32,3773,1782,2
113571,73.7,34.3,42331,2.48,24852,10504,20
52256,49.2,37.4,17894,2.68,15835,5202,11
58674,54.4,39.1,17218,2.57,16473,4674,7
36987,58.6,35.9,11952,2.92,7846,2205,6
36460,37.6,40.5,13770,2.52,10779,3078,7
4259951,2396.8,32.2,1435155,2.82,902489,324450,1056
66683,68.0,29.8,23861,2.49,16456,6988,11
94522,102.3,37.8,34669,2.49,32909,10256,22
7423,9.6,43.0,2841,2.55,1167,565,1
49574,15.3,32.3,15654,3.0,8431,2771,6
329137,228.4,35.1,106589,2.84,70890,26266,81
259786,77.0,27.8,67106,3.68,64867,11137,30
14504,5.5,35.3,3839,2.78,3212,818,3
3656,1.3,39.0,1422,2.58,710,134,1
7745,2.0,38.4,2906,2.69,1502,968,1
24069,39.8,32.1,5764,3.28,6322,3774,4
9541,1.5,41.5,4207,2.18,1874,868,3
303313,733.3,37.1,108969,2.63,80953,27805,81
15555,3.3,36.5,4894,2.75,5361,1268,3
32395,36.7,29.1,11097,2.71,7508,1292,6
415634,437.6,30.6,119631,3.36,85327,29142,73
36670,32.2,38.3,13894,2.61,10066,2623,8
345992,409.9,35.1,124587,2.68,85319,34276,55
23386,88.7,48.8,9795,2.32,8106,3747,4
21743,39.9,38.3,7766,2.72,4868,2138,4
1104820,2780.0,37.3,391627,2.74,183771,54166,1
436052,664.4,36.7,158099,2.67,103759,34333,10
103846,89.0,40.2,40244,2.51,27226,8967,2
59466,45.8,36.6,21719,2.5,12198,4798,1
184426,104.8,35.6,65304,2.66,42399,12267,1
484152,271.9,36.8,187167,2.44,104588,35073,5
92991,33.3,32.1,30041,2.93,21693,6941,1
253729,629.4,39.3,97220,2.49,62208,16537,1
734891,348.4,37.0,268325,2.62,170979,48725,2
72980,37.8,41.9,28579,2.45,19781,7317,1
249971,58.0,32.3,80592,2.97,58715,18996,2
21146,22.0,50.8,9499,2.17,5830,2600,4
1997548,912.1,37.1,789232,2.4,366706,120385,19
815600,481.9,35.9,299918,2.59,198140,60663,1
36760,8.5,27.2,15691,2.17,6969,1527,1
